Well,MOPS,Tricine,H3BO3,Glucose,K2SO4,K2HPO4,FeSO4,NH4Cl,MgCl2,NaCl,(NH4)6Mo7O24,CoCl2,CuSO4,MnSO4,ZnSO4
A1,40.0,4.0,0.0247727476549762,20.0,0.7008258004668284,4.062759771173675,0.0477324510144679,12.929125647614605,2.133702474016914,414.2743109944423,0.0002498563883004,0.0018274351819221,0.0004842652552961,0.004128198162278,1.3908783664635308e-05
B1,40.0,4.0,0.0247727476549762,20.0,0.7008258004668284,4.062759771173675,0.0477324510144679,12.929125647614605,2.133702474016914,414.2743109944423,0.0002498563883004,0.0018274351819221,0.0004842652552961,0.004128198162278,1.3908783664635308e-05
C1,40.0,4.0,0.0247727476549762,20.0,0.7008258004668284,4.062759771173675,0.0477324510144679,12.929125647614605,2.133702474016914,414.2743109944423,0.0002498563883004,0.0018274351819221,0.0004842652552961,0.004128198162278,1.3908783664635308e-05
D1,40.0,4.0,0.0009558450576439,20.0,2.1841918333577954,3.440720640720632,0.091457841798934,10.338878419595131,2.8149929342375515,415.7966442451328,0.0002648400432509,0.0002902901669683,0.0006884853599022,0.0027652201368063,1.3908783664635308e-05
E1,40.0,4.0,0.0009558450576439,20.0,2.1841918333577954,3.440720640720632,0.091457841798934,10.338878419595131,2.8149929342375515,415.7966442451328,0.0002648400432509,0.0002902901669683,0.0006884853599022,0.0027652201368063,1.3908783664635308e-05
F1,40.0,4.0,0.0009558450576439,20.0,2.1841918333577954,3.440720640720632,0.091457841798934,10.338878419595131,2.8149929342375515,415.7966442451328,0.0002648400432509,0.0002902901669683,0.0006884853599022,0.0027652201368063,1.3908783664635308e-05
A2,40.0,4.0,0.0081702552757893,20.0,2.27814004608802,5.092978345974639,0.0778650154192541,11.739813990857924,1.4281527971461,411.0767533504439,0.0002790239892709,0.0002923695589798,0.0006885062214088,0.0038620075751682,1.3908783664635308e-05
B2,40.0,4.0,0.0081702552757893,20.0,2.27814004608802,5.092978345974639,0.0778650154192541,11.739813990857924,1.4281527971461,411.0767533504439,0.0002790239892709,0.0002923695589798,0.0006885062214088,0.0038620075751682,1.3908783664635308e-05
C2,40.0,4.0,0.0081702552757893,20.0,2.27814004608802,5.092978345974639,0.0778650154192541,11.739813990857924,1.4281527971461,411.0767533504439,0.0002790239892709,0.0002923695589798,0.0006885062214088,0.0038620075751682,1.3908783664635308e-05
D2,40.0,4.0,0.0182802683960918,20.0,2.206493026332009,3.45121322458313,0.0596240379685975,12.453609174241448,0.3321977842426933,401.2105655975048,0.0002214118915137,0.0029108355580584,0.0007100237516873,0.0043501246902626,1.3908783664635308e-05
E2,40.0,4.0,0.0182802683960918,20.0,2.206493026332009,3.45121322458313,0.0596240379685975,12.453609174241448,0.3321977842426933,401.2105655975048,0.0002214118915137,0.0029108355580584,0.0007100237516873,0.0043501246902626,1.3908783664635308e-05
F2,40.0,4.0,0.0182802683960918,20.0,2.206493026332009,3.45121322458313,0.0596240379685975,12.453609174241448,0.3321977842426933,401.2105655975048,0.0002214118915137,0.0029108355580584,0.0007100237516873,0.0043501246902626,1.3908783664635308e-05
