,Well,H3BO3,K2SO4,K2HPO4,FeSO4,NH4Cl,MgCl2,NaCl,(NH4)6Mo7O24,CoCl2,CuSO4,MnSO4,ZnSO4,OD340_pred,OD340_std,Label
20,C4,0.014314014950074,1.3891736685269789,3.018873520327252,0.0326901029462084,11.532110462724049,3.1457388723379043,66.17468609338079,0.000219261644283,0.0010900785687124,0.0001933381070722,0.0070385123464929,0.0006473635400316,0.27423174698466046,0.07235171148165934,LHS
21,D4,0.0315696478480355,1.1715674976758663,2.7559165156307035,0.039551594237674,12.915469344937195,0.6942038917408584,347.2064677015689,0.0001671162556751,0.0021862020981942,0.0007817911737095,0.0031746075926789,0.0001089869705155,0.5480143596530376,0.07252836208718179,LHS
22,E4,0.0315696478480355,1.1715674976758663,2.7559165156307035,0.039551594237674,12.915469344937195,0.6942038917408584,347.2064677015689,0.0001671162556751,0.0021862020981942,0.0007817911737095,0.0031746075926789,0.0001089869705155,0.5480143596530376,0.07252836208718179,LHS
23,F4,0.0315696478480355,1.1715674976758663,2.7559165156307035,0.039551594237674,12.915469344937195,0.6942038917408584,347.2064677015689,0.0001671162556751,0.0021862020981942,0.0007817911737095,0.0031746075926789,0.0001089869705155,0.5480143596530376,0.07252836208718179,LHS
24,A5,0.0371700644609062,2.572809824877355,1.4152323243437128,0.0262654567457916,14.070721455410318,4.071613506417901,286.62612191104006,0.0002858867463696,0.0005890234303798,0.0001045107434283,0.0053196542209439,0.0009751904243851,0.45241485346824795,0.07242278659474315,LHS
25,B5,0.0371700644609062,2.572809824877355,1.4152323243437128,0.0262654567457916,14.070721455410318,4.071613506417901,286.62612191104006,0.0002858867463696,0.0005890234303798,0.0001045107434283,0.0053196542209439,0.0009751904243851,0.45241485346824795,0.07242278659474315,LHS
26,C5,0.0371700644609062,2.572809824877355,1.4152323243437128,0.0262654567457916,14.070721455410318,4.071613506417901,286.62612191104006,0.0002858867463696,0.0005890234303798,0.0001045107434283,0.0053196542209439,0.0009751904243851,0.45241485346824795,0.07242278659474315,LHS
27,D5,0.0272964200012501,1.863470090627604,1.8707178874989323,0.0513783517606382,12.142508873063267,4.2863691950988105,441.4428990638162,4.678900395942803e-06,0.0026294239204865,0.0006640222347649,0.0054279384697237,0.0001754778318479,0.5012995735040571,0.07230791483248787,LHS
28,E5,0.0272964200012501,1.863470090627604,1.8707178874989323,0.0513783517606382,12.142508873063267,4.2863691950988105,441.4428990638162,4.678900395942803e-06,0.0026294239204865,0.0006640222347649,0.0054279384697237,0.0001754778318479,0.5012995735040571,0.07230791483248787,LHS
29,F5,0.0272964200012501,1.863470090627604,1.8707178874989323,0.0513783517606382,12.142508873063267,4.2863691950988105,441.4428990638162,4.678900395942803e-06,0.0026294239204865,0.0006640222347649,0.0054279384697237,0.0001754778318479,0.5012995735040571,0.07230791483248787,LHS
30,A6,0.0116671358886852,2.882739512499649,0.9951875507870402,0.090654909452302,10.324943028362512,1.9335933040509932,189.2062502743981,0.0001572938544069,4.812254523031756e-05,0.0005066612389287,0.0021328985163184,0.0005877805123486,0.35976905318765195,0.07202885666531787,LHS
31,B6,0.0116671358886852,2.882739512499649,0.9951875507870402,0.090654909452302,10.324943028362512,1.9335933040509932,189.2062502743981,0.0001572938544069,4.812254523031756e-05,0.0005066612389287,0.0021328985163184,0.0005877805123486,0.35976905318765195,0.07202885666531787,LHS
32,C6,0.0116671358886852,2.882739512499649,0.9951875507870402,0.090654909452302,10.324943028362512,1.9335933040509932,189.2062502743981,0.0001572938544069,4.812254523031756e-05,0.0005066612389287,0.0021328985163184,0.0005877805123486,0.35976905318765195,0.07202885666531787,LHS
33,D6,0.0218331413268048,0.4051929446613795,0.4245499638036502,0.0456746570189545,7.7212962475655775,3.0196978110120125,136.12985264048783,0.000141585017902,0.0029773258786879,0.0007255327613959,0.0069377555860148,0.000415235236081,0.39294513297724576,0.07269568905658065,LHS
34,E6,0.0218331413268048,0.4051929446613795,0.4245499638036502,0.0456746570189545,7.7212962475655775,3.0196978110120125,136.12985264048783,0.000141585017902,0.0029773258786879,0.0007255327613959,0.0069377555860148,0.000415235236081,0.39294513297724576,0.07269568905658065,LHS
35,F6,0.0218331413268048,0.4051929446613795,0.4245499638036502,0.0456746570189545,7.7212962475655775,3.0196978110120125,136.12985264048783,0.000141585017902,0.0029773258786879,0.0007255327613959,0.0069377555860148,0.000415235236081,0.39294513297724576,0.07269568905658065,LHS
36,A7,0.0074772868742004,1.3651475809763238,3.2686686253820723,0.0977106667840145,10.965630650128968,0.7714134400729212,391.2746246975663,6.559176370745961e-05,0.0016105549731547,0.0008088466453093,0.0062657850780605,0.0008985694989318,0.47756492286793106,0.07197805072711629,LHS
37,B7,0.0074772868742004,1.3651475809763238,3.2686686253820723,0.0977106667840145,10.965630650128968,0.7714134400729212,391.2746246975663,6.559176370745961e-05,0.0016105549731547,0.0008088466453093,0.0062657850780605,0.0008985694989318,0.47756492286793106,0.07197805072711629,LHS
38,C7,0.0074772868742004,1.3651475809763238,3.2686686253820723,0.0977106667840145,10.965630650128968,0.7714134400729212,391.2746246975663,6.559176370745961e-05,0.0016105549731547,0.0008088466453093,0.0062657850780605,0.0008985694989318,0.47756492286793106,0.07197805072711629,LHS
39,D7,0.0342193943704012,0.4876919782171335,5.964381071409921,0.078644512142922,9.187989189637133,2.424901919929702,103.60850160264506,0.0002478077875336,0.0012884315059601,0.0003522103338765,0.0007721747320513,0.0008666626759343,0.43394861609475965,0.07284966059743742,LHS
40,E7,0.0342193943704012,0.4876919782171335,5.964381071409921,0.078644512142922,9.187989189637133,2.424901919929702,103.60850160264506,0.0002478077875336,0.0012884315059601,0.0003522103338765,0.0007721747320513,0.0008666626759343,0.43394861609475965,0.07284966059743742,LHS
41,F7,0.0342193943704012,0.4876919782171335,5.964381071409921,0.078644512142922,9.187989189637133,2.424901919929702,103.60850160264506,0.0002478077875336,0.0012884315059601,0.0003522103338765,0.0007721747320513,0.0008666626759343,0.43394861609475965,0.07284966059743742,LHS
42,A8,0.0025126795782752,0.6917361300164333,2.092996943768844,0.0613006473477615,9.694639461848377,1.2421388576597483,147.65363824269474,6.082530496652526e-05,0.0003759749049625,0.0004157399795446,0.0035087503039625,0.0002687881347581,0.3802708008164284,0.07231355023323717,LHS
43,B8,0.0025126795782752,0.6917361300164333,2.092996943768844,0.0613006473477615,9.694639461848377,1.2421388576597483,147.65363824269474,6.082530496652526e-05,0.0003759749049625,0.0004157399795446,0.0035087503039625,0.0002687881347581,0.3802708008164284,0.07231355023323717,LHS
44,C8,0.0025126795782752,0.6917361300164333,2.092996943768844,0.0613006473477615,9.694639461848377,1.2421388576597483,147.65363824269474,6.082530496652526e-05,0.0003759749049625,0.0004157399795446,0.0035087503039625,0.0002687881347581,0.3802708008164284,0.07231355023323717,LHS
45,D8,0.0039682905862306,0.2788359911903774,1.196387267839904,0.0107594831081604,10.408408336834444,0.4752312604256584,51.20096996827884,2.7991508207469417e-05,0.0003159162110744,9.110433679527232e-05,0.0007773270150216,0.0001031525724708,0.28122210633388295,0.07188993518016061,LHS
46,E8,0.0039682905862306,0.2788359911903774,1.196387267839904,0.0107594831081604,10.408408336834444,0.4752312604256584,51.20096996827884,2.7991508207469417e-05,0.0003159162110744,9.110433679527232e-05,0.0007773270150216,0.0001031525724708,0.28122210633388295,0.07188993518016061,LHS
47,F8,0.0039682905862306,0.2788359911903774,1.196387267839904,0.0107594831081604,10.408408336834444,0.4752312604256584,51.20096996827884,2.7991508207469417e-05,0.0003159162110744,9.110433679527232e-05,0.0007773270150216,0.0001031525724708,0.28122210633388295,0.07188993518016061,LHS
