	H3BO3	K2SO4	K2HPO4	FeSO4	NH4Cl	MgCl2	NaCl	(NH4)6Mo7O24	CoCl2	CuSO4	MnSO4	ZnSO4
0	0.0254287118723048	2.356941700921226	3.646289174069759	0.007856327391852	6.680307884920412	4.907831322137617	15.155636954329553	9.277145548688964e-05	0.0007213740135578185	0.0009499702876612826	0.0046211675639319365	0.0007440119576321209
1	0.00862825370008718	0.8968523310863903	5.044413989131064	0.01702199794718947	13.269194769028076	2.5217200598027874	232.49501925487436	0.000104410432232227	0.002003528296293432	0.0005579218342553067	0.0016443305373000162	2.876772321737135e-05
2	0.01668009968881448	1.6122216321640808	4.255821448588711	0.08645647722697375	6.883766702676595	4.633127709137852	263.4933693029461	0.00023124125014839357	0.002586373371753595	0.000895774129185548	0.002504314819112354	0.0003633966730732504
3	0.039420760431388396	2.1399889239233705	6.482189721027317	0.004906789843737841	8.404624691369104	1.6309104714833162	409.9000031267316	2.8951420082889076e-05	0.0009969966364467202	0.00032225219530997233	0.0004919936995913371	0.00029993995932258837
4	0.003821503276094951	2.1108865569503794	4.828971234155892	0.05400505192682809	12.426864806024248	3.4941970824704662	309.23133390517484	0.00019335300132399116	0.001809098526912487	2.0286854069638304e-05	0.004225103583766631	0.0004900898854849049
5	0.019246802174940306	0.06317199953406524	5.6166812491469225	0.07137252003537156	8.774073515393336	0.11485647175806646	486.96600810338236	0.00027640727102663315	0.0024037215488052774	0.00023316539187533724	0.007579745606004823	0.0007162278590309666
6	0.014314014950074087	1.3891736685269789	3.0188735203272516	0.03269010294620844	11.532110462724047	3.1457388723379043	66.17468609338079	0.00021926164428303691	0.00109007856871247	0.00019333810707228646	0.007038512346492928	0.0006473635400316024
7	0.03156964784803558	1.1715674976758663	2.7559165156307035	0.03955159423767404	12.915469344937195	0.6942038917408584	347.20646770156895	0.00016711625567514697	0.002186202098194201	0.0007817911737095174	0.0031746075926789717	0.0001089869705155401
8	0.037170064460906274	2.572809824877355	1.4152323243437128	0.02626545674579169	14.070721455410318	4.071613506417901	286.62612191104006	0.00028588674636966064	0.0005890234303798758	0.00010451074342832753	0.005319654220943977	0.000975190424385118
9	0.027296420001250123	1.8634700906276038	1.8707178874989323	0.051378351760638236	12.142508873063267	4.2863691950988105	441.4428990638162	4.678900395942803e-06	0.002629423920486598	0.0006640222347649576	0.005427938469723791	0.00017547783184798028
10	0.011667135888685207	2.882739512499649	0.9951875507870402	0.09065490945230208	10.324943028362513	1.9335933040509934	189.2062502743981	0.00015729385440695204	4.812254523031756e-05	0.0005066612389287625	0.0021328985163184926	0.0005877805123486279
11	0.021833141326804854	0.4051929446613795	0.4245499638036502	0.0456746570189545	7.7212962475655775	3.0196978110120125	136.12985264048785	0.00014158501790204877	0.0029773258786879985	0.0007255327613959116	0.00693775558601483	0.000415235236081084
12	0.007477286874200476	1.3651475809763238	3.2686686253820723	0.09771066678401452	10.965630650128968	0.7714134400729212	391.2746246975663	6.559176370745961e-05	0.0016105549731547522	0.0008088466453093865	0.006265785078060517	0.0008985694989318048
13	0.03421939437040125	0.4876919782171335	5.964381071409921	0.07864451214292204	9.187989189637133	2.424901919929702	103.60850160264506	0.0002478077875336951	0.0012884315059601633	0.00035221033387654863	0.0007721747320513545	0.0008666626759343499
14	0.002512679578275285	0.6917361300164333	2.092996943768844	0.06130064734776156	9.694639461848375	1.2421388576597483	147.65363824269474	6.082530496652526e-05	0.0003759749049625485	0.0004157399795446527	0.003508750303962528	0.00026878813475817034
