Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL]
P1,A1,P2,A1,29.999999999999943
P1,A1,P2,B1,29.999999999999943
P1,A1,P2,C1,29.999999999999943
P1,A1,P2,A2,29.999999999999986
P1,A1,P2,B2,29.999999999999986
P1,A1,P2,C2,29.999999999999986
P1,A1,P2,D2,29.999999999999716
P1,A1,P2,E2,29.999999999999716
P1,A1,P2,F2,29.999999999999716
P1,A1,P2,D3,29.99999999999963
P1,A1,P2,E3,29.99999999999963
P1,A1,P2,F3,29.99999999999963
P1,A1,P2,A4,29.999999999999574
P1,A1,P2,B4,29.999999999999574
P1,A1,P2,C4,29.999999999999574
P1,A1,P2,D4,29.99999999999997
P1,A1,P2,E4,29.99999999999997
P1,A1,P2,F4,29.99999999999997
P1,A1,P2,D5,29.999999999999858
P1,A1,P2,E5,29.999999999999858
P1,A1,P2,F5,29.999999999999858
P1,A1,P2,A6,29.99999999999971
P1,A1,P2,B6,29.99999999999971
P1,A1,P2,C6,29.99999999999971
P1,A1,P2,D6,29.99999999999997
P1,A1,P2,E6,29.99999999999997
P1,A1,P2,F6,29.99999999999997
P1,A1,P2,A7,29.99999999999997
P1,A1,P2,B7,29.99999999999997
P1,A1,P2,C7,29.99999999999997
P1,A1,P2,D7,29.999999999999986
P1,A1,P2,E7,29.999999999999986
P1,A1,P2,F7,29.999999999999986
P1,A1,P2,D8,29.999999999999886
P1,A1,P2,E8,29.999999999999886
P1,A1,P2,F8,29.999999999999886
P1,B1,P2,A1,15.0
P1,B1,P2,B1,15.0
P1,B1,P2,C1,15.0
P1,B1,P2,D1,15.0
P1,B1,P2,E1,15.0
P1,B1,P2,F1,15.0
P1,B1,P2,A2,15.0
P1,B1,P2,B2,15.0
P1,B1,P2,C2,15.0
P1,B1,P2,D2,15.0
P1,B1,P2,E2,15.0
P1,B1,P2,F2,15.0
P1,B1,P2,A3,15.0
P1,B1,P2,B3,15.0
P1,B1,P2,C3,15.0
P1,B1,P2,D3,15.0
P1,B1,P2,E3,15.0
P1,B1,P2,F3,15.0
P1,B1,P2,A4,15.0
P1,B1,P2,B4,15.0
P1,B1,P2,C4,15.0
P1,B1,P2,D4,15.0
P1,B1,P2,E4,15.0
P1,B1,P2,F4,15.0
P1,B1,P2,A5,15.0
P1,B1,P2,B5,15.0
P1,B1,P2,C5,15.0
P1,B1,P2,D5,15.0
P1,B1,P2,E5,15.0
P1,B1,P2,F5,15.0
P1,B1,P2,A6,15.0
P1,B1,P2,B6,15.0
P1,B1,P2,C6,15.0
P1,B1,P2,D6,15.0
P1,B1,P2,E6,15.0
P1,B1,P2,F6,15.0
P1,B1,P2,A7,15.0
P1,B1,P2,B7,15.0
P1,B1,P2,C7,15.0
P1,B1,P2,D7,15.0
P1,B1,P2,E7,15.0
P1,B1,P2,F7,15.0
P1,B1,P2,A8,15.0
P1,B1,P2,B8,15.0
P1,B1,P2,C8,15.0
P1,B1,P2,D8,15.0
P1,B1,P2,E8,15.0
P1,B1,P2,F8,15.0
P1,C1,P2,A1,10.463931974015312
P1,C1,P2,B1,10.463931974015312
P1,C1,P2,C1,10.463931974015312
P1,C1,P2,D1,23.113867085522532
P1,C1,P2,E1,23.113867085522532
P1,C1,P2,F1,23.113867085522532
P1,C1,P2,D2,19.087254356924717
P1,C1,P2,E2,19.087254356924717
P1,C1,P2,F2,19.087254356924717
P1,C1,P2,A3,5.619052491712094
P1,C1,P2,B3,5.619052491712094
P1,C1,P2,C3,5.619052491712094
P1,C1,P2,D3,13.186181150825002
P1,C1,P2,E3,13.186181150825002
P1,C1,P2,F3,13.186181150825002
P1,C1,P2,A4,10.572415443013593
P1,C1,P2,B4,10.572415443013593
P1,C1,P2,C4,10.572415443013593
P1,C1,P2,A5,15.295169669690722
P1,C1,P2,B5,15.295169669690722
P1,C1,P2,C5,15.295169669690722
P1,C1,P2,D5,6.756151670792533
P1,C1,P2,E5,6.756151670792533
P1,C1,P2,F5,6.756151670792533
P1,C1,P2,A6,18.10437414720478
P1,C1,P2,B6,18.10437414720478
P1,C1,P2,C6,18.10437414720478
P1,C1,P2,D6,22.042007832318784
P1,C1,P2,E6,22.042007832318784
P1,C1,P2,F6,22.042007832318784
P1,C1,P2,A7,14.722279408580407
P1,C1,P2,B7,14.722279408580407
P1,C1,P2,C7,14.722279408580407
P1,C1,P2,D7,20.528604563468623
P1,C1,P2,E7,20.528604563468623
P1,C1,P2,F7,20.528604563468623
P1,C1,P2,A8,7.215160589217157
P1,C1,P2,B8,7.215160589217157
P1,C1,P2,C8,7.215160589217157
P1,D1,P2,D2,22.09394550122041
P1,D1,P2,E2,22.09394550122041
P1,D1,P2,F2,22.09394550122041
P1,D1,P2,A4,29.507792150534083
P1,D1,P2,B4,29.507792150534083
P1,D1,P2,C4,29.507792150534083
P1,D1,P2,A5,10.155639620195512
P1,D1,P2,B5,10.155639620195512
P1,D1,P2,C5,10.155639620195512
P1,D1,P2,D8,10.349991087403545
P1,D1,P2,E8,10.349991087403545
P1,D1,P2,F8,10.349991087403545
P1,A2,P2,A1,24.103073105037968
P1,A2,P2,B1,24.103073105037968
P1,A2,P2,C1,24.103073105037968
P1,A2,P2,D1,20.142961260840746
P1,A2,P2,E1,20.142961260840746
P1,A2,P2,F1,20.142961260840746
P1,A2,P2,A2,15.87990638663259
P1,A2,P2,B2,15.87990638663259
P1,A2,P2,C2,15.87990638663259
P1,A2,P2,D2,10.20387836542565
P1,A2,P2,E2,10.20387836542565
P1,A2,P2,F2,10.20387836542565
P1,A2,P2,A3,11.212036673175541
P1,A2,P2,B3,11.212036673175541
P1,A2,P2,C3,11.212036673175541
P1,A2,P2,A4,22.033212055570008
P1,A2,P2,B4,22.033212055570008
P1,A2,P2,C4,22.033212055570008
P1,A2,P2,D4,6.035772843467539
P1,A2,P2,E4,6.035772843467539
P1,A2,P2,F4,6.035772843467539
P1,A2,P2,A5,13.250066531342759
P1,A2,P2,B5,13.250066531342759
P1,A2,P2,C5,13.250066531342759
P1,A2,P2,A6,7.162783568828679
P1,A2,P2,B6,7.162783568828679
P1,A2,P2,C6,7.162783568828679
P1,A2,P2,D6,16.85411019469262
P1,A2,P2,E6,16.85411019469262
P1,A2,P2,F6,16.85411019469262
P4,B1,P2,D7,23.16693468302205
P4,B1,P2,E7,23.16693468302205
P4,B1,P2,F7,23.16693468302205
P1,B2,P2,A1,13.244238245615533
P1,B2,P2,B1,13.244238245615533
P1,B2,P2,C1,13.244238245615533
P1,B2,P2,D1,16.535114740605156
P1,B2,P2,E1,16.535114740605156
P1,B2,P2,F1,16.535114740605156
P1,B2,P2,A2,18.974282179454452
P1,B2,P2,B2,18.974282179454452
P1,B2,P2,C2,18.974282179454452
P1,B2,P2,D2,5.648362936137002
P1,B2,P2,E2,5.648362936137002
P1,B2,P2,F2,5.648362936137002
P1,B2,P2,A3,8.165739036873457
P1,B2,P2,B3,8.165739036873457
P1,B2,P2,C3,8.165739036873457
P1,B2,P2,D3,22.70789278486174
P1,B2,P2,E3,22.70789278486174
P1,B2,P2,F3,22.70789278486174
P1,B2,P2,A4,9.179888857339412
P1,B2,P2,B4,9.179888857339412
P1,B2,P2,C4,9.179888857339412
P1,B2,P2,A5,17.52304076942372
P1,B2,P2,B5,17.52304076942372
P1,B2,P2,C5,17.52304076942372
P1,B2,P2,D5,24.161584911347905
P1,B2,P2,E5,24.161584911347905
P1,B2,P2,F5,24.161584911347905
P1,B2,P2,A6,12.007836083762905
P1,B2,P2,B6,12.007836083762905
P1,B2,P2,C6,12.007836083762905
P4,C1,P2,D6,20.288079268496656
P4,C1,P2,E6,20.288079268496656
P4,C1,P2,F6,20.288079268496656
P1,B2,P2,A7,11.380278379009225
P1,B2,P2,B7,11.380278379009225
P1,B2,P2,C7,11.380278379009225
P1,B2,P2,D7,9.034503578110199
P1,B2,P2,E7,9.034503578110199
P1,B2,P2,F7,9.034503578110199
P1,B2,P2,A8,19.09573163932665
P1,B2,P2,B8,19.09573163932665
P1,B2,P2,C8,19.09573163932665
P4,C1,P2,D8,25.28844391020361
P4,C1,P2,E8,25.28844391020361
P4,C1,P2,F8,25.28844391020361
P5,C1,P2,A1,16.9728815313576
P5,C1,P2,B1,16.9728815313576
P5,C1,P2,C1,16.9728815313576
P5,C1,P2,D1,6.2490883166678755
P5,C1,P2,E1,6.2490883166678755
P5,C1,P2,F1,6.2490883166678755
P5,C1,P2,A2,19.325263297343202
P5,C1,P2,B2,19.325263297343202
P5,C1,P2,C2,19.325263297343202
P5,C1,P2,D2,22.0799038963445
P5,C1,P2,E2,22.0799038963445
P5,C1,P2,F2,22.0799038963445
P5,C1,P2,D3,9.7320790244762
P5,C1,P2,E3,9.7320790244762
P5,C1,P2,F3,9.7320790244762
P5,C1,P2,A4,7.0479210204393254
P5,C1,P2,B4,7.0479210204393254
P5,C1,P2,C4,7.0479210204393254
P5,C1,P2,D4,14.827950626672001
P5,C1,P2,E4,14.827950626672001
P5,C1,P2,F4,14.827950626672001
P5,C1,P2,A5,11.27684099704005
P5,C1,P2,B5,11.27684099704005
P5,C1,P2,C5,11.27684099704005
P5,C1,P2,D5,13.775005014116699
P5,C1,P2,E5,13.775005014116699
P5,C1,P2,F5,13.775005014116699
P5,C1,P2,A6,23.34608260550855
P5,C1,P2,B6,23.34608260550855
P5,C1,P2,C6,23.34608260550855
P5,B1,P2,D6,25.563414257481504
P5,B1,P2,E6,25.563414257481504
P5,B1,P2,F6,25.563414257481504
P5,C1,P2,A7,11.805814931788026
P5,C1,P2,B7,11.805814931788026
P5,C1,P2,C7,11.805814931788026
P5,C1,P2,D7,12.609795954855649
P5,C1,P2,E7,12.609795954855649
P5,C1,P2,F7,12.609795954855649
P5,C1,P2,A8,12.082318815214999
P5,C1,P2,B8,12.082318815214999
P5,C1,P2,C8,12.082318815214999
P1,C2,P2,A1,18.150824773806193
P1,C2,P2,B1,18.150824773806193
P1,C2,P2,C1,18.150824773806193
P1,C2,P2,D1,26.93820284590683
P1,C2,P2,E1,26.93820284590683
P1,C2,P2,F1,26.93820284590683
P1,C2,P2,A2,5.602970169002013
P1,C2,P2,B2,5.602970169002013
P1,C2,P2,C2,5.602970169002013
P1,C2,P2,D2,25.022048781283107
P1,C2,P2,E2,25.022048781283107
P1,C2,P2,F2,25.022048781283107
P1,C2,P2,D3,18.527058012737353
P1,C2,P2,E3,18.527058012737353
P1,C2,P2,F3,18.527058012737353
P1,C2,P2,A4,22.61060476688753
P1,C2,P2,B4,22.61060476688753
P1,C2,P2,C4,22.61060476688753
P1,C2,P2,D4,15.417850452989638
P1,C2,P2,E4,15.417850452989638
P1,C2,P2,F4,15.417850452989638
P1,C2,P2,A5,9.5989923356761
P1,C2,P2,B5,9.5989923356761
P1,C2,P2,C5,9.5989923356761
P1,C2,P2,A6,11.220867634526568
P1,C2,P2,B6,11.220867634526568
P1,C2,P2,C6,11.220867634526568
P1,C2,P2,A7,13.506562782595005
P1,C2,P2,B7,13.506562782595005
P1,C2,P2,C7,13.506562782595005
P1,C2,P2,D7,22.368674192942617
P1,C2,P2,E7,22.368674192942617
P1,C2,P2,F7,22.368674192942617
P1,C2,P2,A8,20.158026041691123
P1,C2,P2,B8,20.158026041691123
P1,C2,P2,C8,20.158026041691123
P1,C2,P2,D8,7.31240253041559
P1,C2,P2,E8,7.31240253041559
P1,C2,P2,F8,7.31240253041559
P1,D2,P2,A1,18.577018385845893
P1,D2,P2,B1,18.577018385845893
P1,D2,P2,C1,18.577018385845893
P1,D2,P2,D1,12.377325047443206
P1,D2,P2,E1,12.377325047443206
P1,D2,P2,F1,12.377325047443206
P1,D2,P2,A2,7.108867753029013
P1,D2,P2,B2,7.108867753029013
