Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL]
P1,A3,P2,A1,5.000000000000001
P1,A3,P2,B1,5.000000000000001
P1,A3,P2,C1,5.000000000000001
P1,A3,P2,D1,5.000000000000001
P1,A3,P2,E1,5.000000000000001
P1,A3,P2,F1,5.000000000000001
P1,A3,P2,A2,5.000000000000001
P1,A3,P2,B2,5.000000000000001
P1,A3,P2,C2,5.000000000000001
P1,A3,P2,D2,5.000000000000001
P1,A3,P2,E2,5.000000000000001
P1,A3,P2,F2,5.000000000000001
P1,A3,P2,A3,5.000000000000001
P1,A3,P2,B3,5.000000000000001
P1,A3,P2,C3,5.000000000000001
P1,A3,P2,D3,5.000000000000001
P1,A3,P2,E3,5.000000000000001
P1,A3,P2,F3,5.000000000000001
P1,A3,P2,A4,5.000000000000001
P1,A3,P2,B4,5.000000000000001
P1,A3,P2,C4,5.000000000000001
P1,A3,P2,D4,5.000000000000001
P1,A3,P2,E4,5.000000000000001
P1,A3,P2,F4,5.000000000000001
