Source Position,Source Well,Destination Position,Destination Well,Transfer Volume [uL]
P5,A1,P2,A1,15.0
P5,A1,P2,A2,15.0
P5,A1,P2,A3,15.0
P5,A1,P2,A4,15.0
P5,A1,P2,A5,15.0
P5,A1,P2,A6,15.0
P5,A1,P2,A7,15.0
P5,A1,P2,A8,15.0
P5,A1,P2,B1,15.0
P5,A1,P2,B2,15.0
P5,A1,P2,B3,15.0
P5,A1,P2,B4,15.0
P5,A1,P2,B5,15.0
P5,A1,P2,B6,15.0
P5,A1,P2,B7,15.0
P5,A1,P2,B8,15.0
P5,A1,P2,C1,15.0
P5,A1,P2,C2,15.0
P5,A1,P2,C3,15.0
P5,A1,P2,C4,15.0
P5,A1,P2,C5,15.0
P5,A1,P2,C6,15.0
P5,A1,P2,C7,15.0
P5,A1,P2,C8,15.0
P5,A1,P2,D1,15.0
P5,A1,P2,D2,15.0
P5,A1,P2,D3,15.0
P5,A1,P2,D4,15.0
P5,A1,P2,D5,15.0
P5,A1,P2,D6,15.0
P5,A1,P2,D7,15.0
P5,A1,P2,D8,15.0
P5,A1,P2,E1,15.0
P5,A1,P2,E2,15.0
P5,A1,P2,E3,15.0
P5,A1,P2,E4,15.0
P5,A1,P2,E5,15.0
P5,A1,P2,E6,15.0
P5,A1,P2,E7,15.0
P5,A1,P2,E8,15.0
P5,A1,P2,F1,15.0
P5,A1,P2,F2,15.0
P5,A1,P2,F3,15.0
P5,A1,P2,F4,15.0
P5,A1,P2,F5,15.0
P5,A1,P2,F6,15.0
P5,A1,P2,F7,15.0
P5,A1,P2,F8,15.0
